subj,num,suf,format,term,code,inst,title,sec,enr
NEJS,372,B,SEM,Spring 2005,1051,"Sarna, Jonathan",READINGS: US RELIGION,1,3
NEJS,231,A,SEM,Spring 2005,1051,"Sheppard, Eugene",CURRENT TRENDS:JWSH STUD,1,10
NEJS,287,A,SEM,Spring 2005,1051,"Levy, Avigdor",SEM:NAT/RELG-MIDDLE EAST,1,12
PHYS,301,B,SEM,Spring 2005,1051,"Wardle, John",ASTROPHYSICS SEMINAR II,1,1
POL,216,B,SEM,Spring 2005,1051,"Yack, Bernard",SEM:TOPICS IN POL.THEORY,1,2
POL,215,A,SEM,Spring 2005,1051,"Kryder, Daniel",SEM: AMER.POLIT.DEVELOP.,1,6
POL,340,D,SEM,Spring 2005,1051,"Kryder, Daniel",PROSEMINAR,1,8
PSYC,316,A,SEM,Spring 2005,1051,"Watson, Malcolm",SOC DEVELOPMENTAL RESEARCH SEM,1,13
SOC,290,C,SEM,Spring 2005,1051,"Sirianni, Carmen",PROSEMINAR,1,2
SOC,203,B,SEM,Spring 2005,1051,"Conrad, Peter",FIELD METHODS,1,9
WMNS,205,A,SEM,Spring 2005,1051,"Smiley, Marion",GRAD.FOUNDTNL COURSE:WMN,1,13
BIOL,212,A,SEM,Summer 2005,1052,"McIntosh, Nathalie",GNTC CNSLNG INTRNSHP I,1,8
ED,264,A,SEM,Summer 2005,1052,"Roosevelt, Dirck",FOUNDATIONS OF EDUCATION,1,4
ED,266,A,SEM,Summer 2005,1052,"Feiman-Nemser, Sharon",TEACHERS AS RESEARCHERS,1,8
ED,260,A,SEM,Summer 2005,1052,"Brumbach, Christine",SPED: TEACH. FOR INCLUSION,1,10
ED,262,A,SEM,Summer 2005,1052,"Ruopp, Faye",TEACH. MATH. IN ELEM. ROOMS,1,15
JCS,350,A,SEM,Summer 2005,1052,"Shevitz, Susan",FOSTER SEMINAR IN ISRAEL,1,9
BCHM,271,B,SEM,Fall 2005,1053,"Oprian, Daniel",PROTEIN XRAY CRYSTALLOGRAPHY,1,6
BIOL,307,D,SEM,Fall 2005,1053,"Press, Joan",TOPICS IN IMMUNOLOGY,1,8
BIOL,214,C,SEM,Fall 2005,1053,"Cunningham, Joseph",GNTC CNSLNG-PROCESS GRP.,1,9
BIOL,206,D,SEM,Fall 2005,1053,"Tsipis, Judith",GENTC CNSLG JOURNAL CLUB,1,11
BIOL,305,D,SEM,Fall 2005,1053,"Welte, Michael",TOPICS: MOLEC. GENETICS,1,36
BIOL,350,D,SEM,Fall 2005,1053,"Ren, Ruibao",GRADUATE RESEARCH SEM.,1,72
CHEM,220,C,SEM,Fall 2005,1053,"Snider, Barry",INORGANIC CHEMISTRY SEM.,1,4
CHEM,241,C,SEM,Fall 2005,1053,"Chan, Iu-Yam",PHYSICAL CHEMISTRY SEM.,1,12
CHEM,231,C,SEM,Fall 2005,1053,"Snider, Barry",ORGANIC CHEMISTRY SEM.,1,26
COSI,230,A,SEM,Fall 2005,1053,"Hong, Pengyu",Topics in Computational Biolgy,1,6
ED,261,A,SEM,Fall 2005,1053,"Lange, Robert",INQUIRY BASED SCI TEACHING/LEA,1,5
ED,263,A,SEM,Fall 2005,1053,"Pearlmutter, Nili",REFLECTIVE TEACHING,1,5
ED,265,A,SEM,Fall 2005,1053,"Pearlmutter, Nili",FIELD INTERNSHIP (ELEMENTARY),1,5
